ID	Individual	EXPERIMENT	RUN	FASTQ_URI	Factor_Value_disease	Factor_Value_cell_type
HP1525301T2D_L13	HP1525301T2D	ERX1703360	ERR1633027	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1633027/ERR1633027.fastq.gz	type II diabetes mellitus	ductal cell
HP1525301T2D_L14	HP1525301T2D	ERX1703361	ERR1633028	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1633028/ERR1633028.fastq.gz	type II diabetes mellitus	beta cell
HP1525301T2D_L15	HP1525301T2D	ERX1703362	ERR1633029	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1633029/ERR1633029.fastq.gz	type II diabetes mellitus	alpha cell
HP1525301T2D_L16	HP1525301T2D	ERX1703363	ERR1633030	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1633030/ERR1633030.fastq.gz	type II diabetes mellitus	ductal cell
HP1525301T2D_L17	HP1525301T2D	ERX1703364	ERR1633031	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1633031/ERR1633031.fastq.gz	type II diabetes mellitus	beta cell
HP1525301T2D_L19	HP1525301T2D	ERX1703366	ERR1633033	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1633033/ERR1633033.fastq.gz	type II diabetes mellitus	unclassified endocrine cell
HP1525301T2D_L2	HP1525301T2D	ERX1703367	ERR1633034	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1633034/ERR1633034.fastq.gz	type II diabetes mellitus	ductal cell
HP1525301T2D_L20	HP1525301T2D	ERX1703368	ERR1633035	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1633035/ERR1633035.fastq.gz	type II diabetes mellitus	ductal cell
HP1525301T2D_L22	HP1525301T2D	ERX1703370	ERR1633037	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1633037/ERR1633037.fastq.gz	type II diabetes mellitus	alpha cell
HP1525301T2D_L23	HP1525301T2D	ERX1703371	ERR1633038	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1633038/ERR1633038.fastq.gz	type II diabetes mellitus	ductal cell
HP1525301T2D_L24	HP1525301T2D	ERX1703372	ERR1633039	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1633039/ERR1633039.fastq.gz	type II diabetes mellitus	alpha cell
HP1525301T2D_L4	HP1525301T2D	ERX1703374	ERR1633041	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1633041/ERR1633041.fastq.gz	type II diabetes mellitus	ductal cell
HP1525301T2D_L5	HP1525301T2D	ERX1703375	ERR1633042	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1633042/ERR1633042.fastq.gz	type II diabetes mellitus	acinar cell
HP1525301T2D_L6	HP1525301T2D	ERX1703376	ERR1633043	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1633043/ERR1633043.fastq.gz	type II diabetes mellitus	ductal cell
HP1525301T2D_L8	HP1525301T2D	ERX1703378	ERR1633045	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1633045/ERR1633045.fastq.gz	type II diabetes mellitus	PSC cell
HP1525301T2D_L9	HP1525301T2D	ERX1703379	ERR1633046	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1633046/ERR1633046.fastq.gz	type II diabetes mellitus	alpha cell
HP1525301T2D_M10	HP1525301T2D	ERX1703381	ERR1633048	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1633048/ERR1633048.fastq.gz	type II diabetes mellitus	alpha cell
HP1525301T2D_M11	HP1525301T2D	ERX1703382	ERR1633049	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1633049/ERR1633049.fastq.gz	type II diabetes mellitus	ductal cell
HP1525301T2D_M12	HP1525301T2D	ERX1703383	ERR1633050	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1633050/ERR1633050.fastq.gz	type II diabetes mellitus	ductal cell
HP1525301T2D_M13	HP1525301T2D	ERX1703384	ERR1633051	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1633051/ERR1633051.fastq.gz	type II diabetes mellitus	alpha cell
HP1525301T2D_M14	HP1525301T2D	ERX1703385	ERR1633052	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1633052/ERR1633052.fastq.gz	type II diabetes mellitus	co-expression cell
HP1525301T2D_M15	HP1525301T2D	ERX1703386	ERR1633053	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1633053/ERR1633053.fastq.gz	type II diabetes mellitus	ductal cell
HP1525301T2D_M16	HP1525301T2D	ERX1703387	ERR1633054	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1633054/ERR1633054.fastq.gz	type II diabetes mellitus	alpha cell
HP1525301T2D_M17	HP1525301T2D	ERX1703388	ERR1633055	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1633055/ERR1633055.fastq.gz	type II diabetes mellitus	delta cell
HP1525301T2D_M19	HP1525301T2D	ERX1703390	ERR1633057	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1633057/ERR1633057.fastq.gz	type II diabetes mellitus	unclassified endocrine cell
HP1525301T2D_M2	HP1525301T2D	ERX1703391	ERR1633058	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1633058/ERR1633058.fastq.gz	type II diabetes mellitus	PSC cell
HP1525301T2D_M20	HP1525301T2D	ERX1703392	ERR1633059	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1633059/ERR1633059.fastq.gz	type II diabetes mellitus	ductal cell
HP1525301T2D_M22	HP1525301T2D	ERX1703394	ERR1633061	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1633061/ERR1633061.fastq.gz	type II diabetes mellitus	ductal cell
HP1525301T2D_M23	HP1525301T2D	ERX1703395	ERR1633062	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1633062/ERR1633062.fastq.gz	type II diabetes mellitus	unclassified endocrine cell
HP1525301T2D_M5	HP1525301T2D	ERX1703399	ERR1633066	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1633066/ERR1633066.fastq.gz	type II diabetes mellitus	acinar cell
HP1525301T2D_M6	HP1525301T2D	ERX1703400	ERR1633067	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1633067/ERR1633067.fastq.gz	type II diabetes mellitus	ductal cell
HP1525301T2D_M7	HP1525301T2D	ERX1703401	ERR1633068	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1633068/ERR1633068.fastq.gz	type II diabetes mellitus	beta cell
HP1525301T2D_M8	HP1525301T2D	ERX1703402	ERR1633069	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1633069/ERR1633069.fastq.gz	type II diabetes mellitus	alpha cell
HP1525301T2D_M9	HP1525301T2D	ERX1703403	ERR1633070	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1633070/ERR1633070.fastq.gz	type II diabetes mellitus	ductal cell
HP1525301T2D_N1	HP1525301T2D	ERX1703404	ERR1633071	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1633071/ERR1633071.fastq.gz	type II diabetes mellitus	ductal cell
HP1525301T2D_N10	HP1525301T2D	ERX1703405	ERR1633072	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1633072/ERR1633072.fastq.gz	type II diabetes mellitus	acinar cell
HP1525301T2D_N11	HP1525301T2D	ERX1703406	ERR1633073	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1633073/ERR1633073.fastq.gz	type II diabetes mellitus	ductal cell
HP1525301T2D_N12	HP1525301T2D	ERX1703407	ERR1633074	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1633074/ERR1633074.fastq.gz	type II diabetes mellitus	ductal cell
HP1525301T2D_N13	HP1525301T2D	ERX1703408	ERR1633075	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1633075/ERR1633075.fastq.gz	type II diabetes mellitus	alpha cell
HP1525301T2D_N14	HP1525301T2D	ERX1703409	ERR1633076	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1633076/ERR1633076.fastq.gz	type II diabetes mellitus	ductal cell
HP1525301T2D_N16	HP1525301T2D	ERX1703411	ERR1633078	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1633078/ERR1633078.fastq.gz	type II diabetes mellitus	ductal cell
HP1525301T2D_N18	HP1525301T2D	ERX1703413	ERR1633080	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1633080/ERR1633080.fastq.gz	type II diabetes mellitus	beta cell
HP1525301T2D_N20	HP1525301T2D	ERX1703416	ERR1633083	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1633083/ERR1633083.fastq.gz	type II diabetes mellitus	ductal cell
HP1525301T2D_N21	HP1525301T2D	ERX1703417	ERR1633084	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1633084/ERR1633084.fastq.gz	type II diabetes mellitus	gamma cell
HP1525301T2D_N22	HP1525301T2D	ERX1703418	ERR1633085	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1633085/ERR1633085.fastq.gz	type II diabetes mellitus	unclassified endocrine cell
HP1525301T2D_N23	HP1525301T2D	ERX1703419	ERR1633086	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1633086/ERR1633086.fastq.gz	type II diabetes mellitus	alpha cell
HP1525301T2D_N24	HP1525301T2D	ERX1703420	ERR1633087	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1633087/ERR1633087.fastq.gz	type II diabetes mellitus	alpha cell
HP1525301T2D_N3	HP1525301T2D	ERX1703421	ERR1633088	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1633088/ERR1633088.fastq.gz	type II diabetes mellitus	beta cell
HP1525301T2D_N4	HP1525301T2D	ERX1703422	ERR1633089	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1633089/ERR1633089.fastq.gz	type II diabetes mellitus	ductal cell
HP1525301T2D_N5	HP1525301T2D	ERX1703423	ERR1633090	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1633090/ERR1633090.fastq.gz	type II diabetes mellitus	ductal cell
HP1525301T2D_N6	HP1525301T2D	ERX1703424	ERR1633091	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1633091/ERR1633091.fastq.gz	type II diabetes mellitus	ductal cell
HP1525301T2D_N7	HP1525301T2D	ERX1703425	ERR1633092	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1633092/ERR1633092.fastq.gz	type II diabetes mellitus	alpha cell
HP1525301T2D_N8	HP1525301T2D	ERX1703426	ERR1633093	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1633093/ERR1633093.fastq.gz	type II diabetes mellitus	alpha cell
HP1525301T2D_N9	HP1525301T2D	ERX1703427	ERR1633094	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1633094/ERR1633094.fastq.gz	type II diabetes mellitus	alpha cell
HP1525301T2D_O1	HP1525301T2D	ERX1703428	ERR1633095	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1633095/ERR1633095.fastq.gz	type II diabetes mellitus	acinar cell
HP1525301T2D_O11	HP1525301T2D	ERX1703430	ERR1633097	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1633097/ERR1633097.fastq.gz	type II diabetes mellitus	gamma cell
HP1525301T2D_O13	HP1525301T2D	ERX1703432	ERR1633099	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1633099/ERR1633099.fastq.gz	type II diabetes mellitus	alpha cell
HP1525301T2D_O14	HP1525301T2D	ERX1703433	ERR1633100	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1633100/ERR1633100.fastq.gz	type II diabetes mellitus	ductal cell
HP1525301T2D_O16	HP1525301T2D	ERX1703435	ERR1633102	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1633102/ERR1633102.fastq.gz	type II diabetes mellitus	ductal cell
HP1525301T2D_O17	HP1525301T2D	ERX1703436	ERR1633103	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1633103/ERR1633103.fastq.gz	type II diabetes mellitus	ductal cell
HP1525301T2D_O18	HP1525301T2D	ERX1703437	ERR1633104	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1633104/ERR1633104.fastq.gz	type II diabetes mellitus	alpha cell
HP1525301T2D_O2	HP1525301T2D	ERX1703439	ERR1633106	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1633106/ERR1633106.fastq.gz	type II diabetes mellitus	delta cell
HP1525301T2D_O20	HP1525301T2D	ERX1703440	ERR1633107	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1633107/ERR1633107.fastq.gz	type II diabetes mellitus	ductal cell
HP1525301T2D_O22	HP1525301T2D	ERX1703442	ERR1633109	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1633109/ERR1633109.fastq.gz	type II diabetes mellitus	ductal cell
HP1525301T2D_O23	HP1525301T2D	ERX1703443	ERR1633110	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1633110/ERR1633110.fastq.gz	type II diabetes mellitus	ductal cell
HP1525301T2D_O24	HP1525301T2D	ERX1703444	ERR1633111	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1633111/ERR1633111.fastq.gz	type II diabetes mellitus	ductal cell
HP1525301T2D_O3	HP1525301T2D	ERX1703445	ERR1633112	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1633112/ERR1633112.fastq.gz	type II diabetes mellitus	acinar cell
HP1525301T2D_O5	HP1525301T2D	ERX1703447	ERR1633114	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1633114/ERR1633114.fastq.gz	type II diabetes mellitus	alpha cell
HP1525301T2D_O6	HP1525301T2D	ERX1703448	ERR1633115	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1633115/ERR1633115.fastq.gz	type II diabetes mellitus	alpha cell
HP1525301T2D_O7	HP1525301T2D	ERX1703449	ERR1633116	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1633116/ERR1633116.fastq.gz	type II diabetes mellitus	ductal cell
HP1525301T2D_O9	HP1525301T2D	ERX1703451	ERR1633118	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1633118/ERR1633118.fastq.gz	type II diabetes mellitus	PSC cell
HP1525301T2D_P1	HP1525301T2D	ERX1703452	ERR1633119	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1633119/ERR1633119.fastq.gz	type II diabetes mellitus	ductal cell
HP1525301T2D_P11	HP1525301T2D	ERX1703454	ERR1633121	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1633121/ERR1633121.fastq.gz	type II diabetes mellitus	alpha cell
HP1525301T2D_P13	HP1525301T2D	ERX1703456	ERR1633123	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1633123/ERR1633123.fastq.gz	type II diabetes mellitus	ductal cell
HP1525301T2D_P14	HP1525301T2D	ERX1703457	ERR1633124	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1633124/ERR1633124.fastq.gz	type II diabetes mellitus	ductal cell
HP1525301T2D_P15	HP1525301T2D	ERX1703458	ERR1633125	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1633125/ERR1633125.fastq.gz	type II diabetes mellitus	endothelial cell
HP1525301T2D_P16	HP1525301T2D	ERX1703459	ERR1633126	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1633126/ERR1633126.fastq.gz	type II diabetes mellitus	PSC cell
HP1525301T2D_P17	HP1525301T2D	ERX1703460	ERR1633127	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1633127/ERR1633127.fastq.gz	type II diabetes mellitus	alpha cell
HP1525301T2D_P18	HP1525301T2D	ERX1703461	ERR1633128	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1633128/ERR1633128.fastq.gz	type II diabetes mellitus	alpha cell
HP1525301T2D_P19	HP1525301T2D	ERX1703462	ERR1633129	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1633129/ERR1633129.fastq.gz	type II diabetes mellitus	ductal cell
HP1525301T2D_P2	HP1525301T2D	ERX1703463	ERR1633130	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1633130/ERR1633130.fastq.gz	type II diabetes mellitus	ductal cell
HP1525301T2D_P20	HP1525301T2D	ERX1703464	ERR1633131	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1633131/ERR1633131.fastq.gz	type II diabetes mellitus	ductal cell
HP1525301T2D_P21	HP1525301T2D	ERX1703465	ERR1633132	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1633132/ERR1633132.fastq.gz	type II diabetes mellitus	ductal cell
HP1525301T2D_P22	HP1525301T2D	ERX1703466	ERR1633133	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1633133/ERR1633133.fastq.gz	type II diabetes mellitus	alpha cell
HP1525301T2D_P23	HP1525301T2D	ERX1703467	ERR1633134	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1633134/ERR1633134.fastq.gz	type II diabetes mellitus	ductal cell
HP1525301T2D_P24	HP1525301T2D	ERX1703468	ERR1633135	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1633135/ERR1633135.fastq.gz	type II diabetes mellitus	alpha cell
HP1525301T2D_P4	HP1525301T2D	ERX1703470	ERR1633137	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1633137/ERR1633137.fastq.gz	type II diabetes mellitus	ductal cell
HP1525301T2D_P5	HP1525301T2D	ERX1703471	ERR1633138	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1633138/ERR1633138.fastq.gz	type II diabetes mellitus	ductal cell
HP1525301T2D_P6	HP1525301T2D	ERX1703472	ERR1633139	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1633139/ERR1633139.fastq.gz	type II diabetes mellitus	alpha cell
HP1525301T2D_P8	HP1525301T2D	ERX1703474	ERR1633141	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1633141/ERR1633141.fastq.gz	type II diabetes mellitus	alpha cell
HP1525301T2D_P9	HP1525301T2D	ERX1703475	ERR1633142	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1633142/ERR1633142.fastq.gz	type II diabetes mellitus	alpha cell
HP1526901T2D_A1	HP1526901T2D	ERX1703476	ERR1633143	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1633143/ERR1633143.fastq.gz	type II diabetes mellitus	beta cell
HP1526901T2D_A10	HP1526901T2D	ERX1703477	ERR1633144	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1633144/ERR1633144.fastq.gz	type II diabetes mellitus	delta cell
HP1526901T2D_A11	HP1526901T2D	ERX1703478	ERR1633145	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1633145/ERR1633145.fastq.gz	type II diabetes mellitus	ductal cell
HP1526901T2D_A12	HP1526901T2D	ERX1703479	ERR1633146	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1633146/ERR1633146.fastq.gz	type II diabetes mellitus	alpha cell
HP1526901T2D_A13	HP1526901T2D	ERX1703480	ERR1633147	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1633147/ERR1633147.fastq.gz	type II diabetes mellitus	co-expression cell
HP1526901T2D_A14	HP1526901T2D	ERX1703481	ERR1633148	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1633148/ERR1633148.fastq.gz	type II diabetes mellitus	beta cell
HP1526901T2D_A15	HP1526901T2D	ERX1703482	ERR1633149	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1633149/ERR1633149.fastq.gz	type II diabetes mellitus	gamma cell
HP1526901T2D_A16	HP1526901T2D	ERX1703483	ERR1633150	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1633150/ERR1633150.fastq.gz	type II diabetes mellitus	delta cell
HP1526901T2D_A17	HP1526901T2D	ERX1703484	ERR1633151	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1633151/ERR1633151.fastq.gz	type II diabetes mellitus	alpha cell
HP1526901T2D_A19	HP1526901T2D	ERX1703486	ERR1633153	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1633153/ERR1633153.fastq.gz	type II diabetes mellitus	beta cell
HP1526901T2D_A2	HP1526901T2D	ERX1703487	ERR1633154	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1633154/ERR1633154.fastq.gz	type II diabetes mellitus	beta cell
HP1526901T2D_A20	HP1526901T2D	ERX1703488	ERR1633155	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1633155/ERR1633155.fastq.gz	type II diabetes mellitus	gamma cell
HP1526901T2D_A21	HP1526901T2D	ERX1703489	ERR1633156	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1633156/ERR1633156.fastq.gz	type II diabetes mellitus	ductal cell
HP1526901T2D_A22	HP1526901T2D	ERX1703490	ERR1633157	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1633157/ERR1633157.fastq.gz	type II diabetes mellitus	delta cell
HP1526901T2D_A23	HP1526901T2D	ERX1703491	ERR1633158	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1633158/ERR1633158.fastq.gz	type II diabetes mellitus	co-expression cell
HP1526901T2D_A24	HP1526901T2D	ERX1703492	ERR1633159	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1633159/ERR1633159.fastq.gz	type II diabetes mellitus	ductal cell
HP1526901T2D_A3	HP1526901T2D	ERX1703493	ERR1633160	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1633160/ERR1633160.fastq.gz	type II diabetes mellitus	alpha cell
HP1526901T2D_A4	HP1526901T2D	ERX1703494	ERR1633161	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1633161/ERR1633161.fastq.gz	type II diabetes mellitus	delta cell
HP1526901T2D_A5	HP1526901T2D	ERX1703495	ERR1633162	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1633162/ERR1633162.fastq.gz	type II diabetes mellitus	beta cell
HP1526901T2D_A6	HP1526901T2D	ERX1703496	ERR1633163	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1633163/ERR1633163.fastq.gz	type II diabetes mellitus	acinar cell
HP1526901T2D_A7	HP1526901T2D	ERX1703497	ERR1633164	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1633164/ERR1633164.fastq.gz	type II diabetes mellitus	alpha cell
HP1526901T2D_A8	HP1526901T2D	ERX1703498	ERR1633165	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1633165/ERR1633165.fastq.gz	type II diabetes mellitus	alpha cell
HP1526901T2D_A9	HP1526901T2D	ERX1703499	ERR1633166	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1633166/ERR1633166.fastq.gz	type II diabetes mellitus	alpha cell
HP1526901T2D_B1	HP1526901T2D	ERX1703500	ERR1633167	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1633167/ERR1633167.fastq.gz	type II diabetes mellitus	beta cell
HP1526901T2D_B10	HP1526901T2D	ERX1703501	ERR1633168	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1633168/ERR1633168.fastq.gz	type II diabetes mellitus	beta cell
HP1526901T2D_B11	HP1526901T2D	ERX1703502	ERR1633169	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1633169/ERR1633169.fastq.gz	type II diabetes mellitus	alpha cell
HP1526901T2D_B12	HP1526901T2D	ERX1703503	ERR1633170	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1633170/ERR1633170.fastq.gz	type II diabetes mellitus	alpha cell
HP1526901T2D_B13	HP1526901T2D	ERX1703504	ERR1633171	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1633171/ERR1633171.fastq.gz	type II diabetes mellitus	gamma cell
HP1526901T2D_B14	HP1526901T2D	ERX1703505	ERR1633172	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1633172/ERR1633172.fastq.gz	type II diabetes mellitus	alpha cell
HP1526901T2D_B17	HP1526901T2D	ERX1703508	ERR1633175	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1633175/ERR1633175.fastq.gz	type II diabetes mellitus	alpha cell
HP1526901T2D_B18	HP1526901T2D	ERX1703509	ERR1633176	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1633176/ERR1633176.fastq.gz	type II diabetes mellitus	delta cell
HP1526901T2D_B20	HP1526901T2D	ERX1703512	ERR1633179	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1633179/ERR1633179.fastq.gz	type II diabetes mellitus	alpha cell
HP1526901T2D_B23	HP1526901T2D	ERX1703515	ERR1633182	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1633182/ERR1633182.fastq.gz	type II diabetes mellitus	ductal cell
HP1526901T2D_B24	HP1526901T2D	ERX1703516	ERR1633183	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1633183/ERR1633183.fastq.gz	type II diabetes mellitus	ductal cell
HP1526901T2D_B3	HP1526901T2D	ERX1703517	ERR1633184	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1633184/ERR1633184.fastq.gz	type II diabetes mellitus	ductal cell
HP1526901T2D_B4	HP1526901T2D	ERX1703518	ERR1633185	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1633185/ERR1633185.fastq.gz	type II diabetes mellitus	beta cell
